Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
4.525884708,-0.736767883,5.443130951,-4.101770325
4.535877708,0.098794556,6.150110779,-4.007167053
4.545871708,4.441414032,6.083050232,10.36040543
4.555864708,4.742138672,4.754413147,-2.515518951
4.565857708,-3.324885864,2.932102661,-11.05855362
4.575850708,-2.136207733,2.696342926,-3.201093292
4.585844708,-0.518072662,0.806522827,-2.833607483
4.595837708,-0.772992554,-0.368383942,-0.766256561
4.605830708,-0.734971619,-0.928369446,0.648900604
4.615823708,-0.576151886,-1.53161499,1.683998108
4.625816708,-0.284857635,-1.898502045,1.676363983
4.635810708,0.039068756,-2.0968396,1.374441833
4.645803708,-0.007185059,-2.128274231,1.976789246
4.655796708,-0.225281525,-2.104922791,2.066003723
4.665789708,-0.333207092,-2.089504852,1.585951996
4.675783708,-0.455951843,-2.426005096,0.884061584
4.685776708,-0.091160431,-3.239862671,-1.077758789
4.695769958,0.405506744,-4.483626251,-4.583019562
4.705762958,0.169297943,-6.051016846,-7.423363037
4.715755958,-1.680555267,-8.291707306,-7.576045532
4.725749958,-4.018992462,-11.68275558,-9.778265991
4.735742958,-5.517825623,-16.66993469,-8.646619263
4.745735958,-7.309000854,-22.69864792,-2.559377747
4.755728958,-10.63852707,-30.99050491,1.478924561
4.765722958,-15.29833694,-40.48271576,9.211095428
4.775715958,-14.8344516,-45.91476974,6.311624908
4.785708958,-5.446573792,-35.92050293,-6.806795197
4.795701958,-4.948409729,-29.91693741,-7.820636902
4.805695958,-4.953349457,-28.89097092,-2.647245026
4.815688958,-3.616329803,-30.8632695,-0.55699173
4.825681958,-0.082478485,-30.49817871,2.268682251
4.835674958,2.947969666,-26.717341,2.99781601
4.845668958,2.7099646,-22.08387634,-0.348175964
4.855661958,2.808609467,-17.62330215,-2.077529755
4.865654958,2.690804443,-13.73678421,-2.233355713
4.875647958,1.621128845,-10.42866348,-2.419119415
4.885640958,0.589025116,-7.663314056,-3.093616791
4.895634958,-0.203277283,-5.507048035,-3.632795563
4.905627958,-0.802481232,-3.916904755,-3.864513702
4.915620958,-1.016236725,-2.31912735,-3.382216644
4.925613958,-0.953966217,-0.694555664,-2.634072418
4.935607958,-0.783021698,0.744551697,-1.982327728
4.945600958,-0.482895813,1.885179749,-1.726360016
4.955593958,0.023052063,2.885250092,-1.751956787
4.965586958,2.625390472,3.282823334,6.057603149
4.975580958,2.818339233,5.100643158,-1.78443924
4.985573958,-1.209335175,6.489455109,-7.119345245
4.995566958,-0.89513855,6.530918884,-4.535568237
5.005559958,-1.02027832,4.674030304,-5.350323944
5.015552958,-1.336720276,1.99969162,-1.294358368
5.025546958,-0.478704529,1.185085602,-0.329315186
5.035539958,-0.211510162,0.177231445,-0.596958618
5.045532958,-0.306412811,-0.650247803,0.139659576
5.055525958,-0.16495697,-1.189276886,0.675545197
5.065519958,0.176183624,-1.681752777,0.909658356
5.075512958,0.6330336,-2.083517303,1.173110504
5.085505958,1.18882782,-2.261197815,1.577569427
5.095498958,1.708097992,-2.28050766,1.734742584
5.105492958,2.208058319,-2.273771667,1.468596039
5.115485958,2.142794037,-2.295476532,1.624421997
5.125478958,0.952020264,-2.524799652,1.625619507
5.135471958,0.074095917,-3.183579712,0.12289444
5.145465958,0.491577759,-4.222269745,-3.53714447
5.155458958,-0.056582336,-6.05281311,-8.770411835
5.165451958,-3.305276642,-9.391919403,-13.50985611
5.175444958,-7.144043884,-14.62653397,-15.15119293
5.185437958,-8.043074341,-20.17414764,-9.253457336
5.195431958,-9.100625153,-27.71351944,0.051343231
5.205424958,-12.95241531,-34.69051071,7.730075226
5.215417958,-17.86879166,-44.16386078,15.78976501
5.225410958,-9.527088318,-41.24552948,7.065307617
5.235404958,-2.734064484,-30.8765918,-5.488935699
5.245397958,-5.079836426,-30.00270905,-5.480403442
5.255390958,-4.357288971,-30.44234482,-2.905458069
5.265383958,-2.419119415,-30.08608566,-0.312999115
5.275377958,-0.22932312,-27.08183304,1.282982025
5.285370958,1.557660828,-22.93321014,1.315464478
5.295363958,2.355052643,-18.70390503,-0.044906616
5.305356958,1.571731567,-15.07754608,-1.556613007
5.315349958,0.293240204,-11.89202042,-2.471660156
5.325343958,-0.837957458,-9.119934998,-3.12175827
5.335336958,-2.021246796,-6.958729248,-3.674708405
5.345329958,-2.755469971,-5.052593079,-3.740421753
